pid,task,adherence,file
49d831ec-f348-43de-8202-15f659196b02,Prolonged-vowel,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Prolonged-vowel_rec-Prolonged-vowel.wav
49d831ec-f348-43de-8202-15f659196b02,Diadochokinesis-PA,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Diadochokinesis_rec-Diadochokinesis-PA.wav
49d831ec-f348-43de-8202-15f659196b02,Loudness,3.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Loudness_rec-Loudness.wav
49d831ec-f348-43de-8202-15f659196b02,Respiration-and-cough-Cough-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav
49d831ec-f348-43de-8202-15f659196b02,Free-speech-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Free-speech_rec-Free-speech-1.wav
49d831ec-f348-43de-8202-15f659196b02,Maximum-phonation-time-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Maximum-phonation-time_rec-Maximum-phonation-time-2.wav
49d831ec-f348-43de-8202-15f659196b02,Cape-V-sentences-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Cape-V-sentences_rec-Cape-V-sentences-3.wav
49d831ec-f348-43de-8202-15f659196b02,Cape-V-sentences-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Cape-V-sentences_rec-Cape-V-sentences-1.wav
49d831ec-f348-43de-8202-15f659196b02,Rainbow-Passage,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Rainbow-Passage_rec-Rainbow-Passage.wav
4464b02f-bee1-4b72-84e5-55700c8bbc67,Diadochokinesis-buttercup,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Diadochokinesis_rec-Diadochokinesis-buttercup.wav
4464b02f-bee1-4b72-84e5-55700c8bbc67,Glides-Low-to-High,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Glides_rec-Glides-Low-to-High.wav
4464b02f-bee1-4b72-84e5-55700c8bbc67,Productive-Vocabulary-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Productive-Vocabulary_rec-Productive-Vocabulary-1.wav
4464b02f-bee1-4b72-84e5-55700c8bbc67,Maximum-phonation-time-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Maximum-phonation-time_rec-Maximum-phonation-time-1.wav
4464b02f-bee1-4b72-84e5-55700c8bbc67,Glides-High-to-Low,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Glides_rec-Glides-High-to-Low.wav
4464b02f-bee1-4b72-84e5-55700c8bbc67,Free-speech-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Free-speech_rec-Free-speech-1.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Respiration-and-cough-FiveBreaths-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Diadochokinesis-PA,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Diadochokinesis_rec-Diadochokinesis-PA.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Respiration-and-cough-FiveBreaths-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Respiration-and-cough-FiveBreaths-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Open-response-questions,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Open-response-questions_rec-Open-response-questions.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Respiration-and-cough-FiveBreaths-4,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Diadochokinesis-Pataka,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Diadochokinesis_rec-Diadochokinesis-Pataka.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Animal-fluency,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Animal-fluency_rec-Animal-fluency.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Free-speech-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Free-speech_rec-Free-speech-1.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Respiration-and-cough-Breath-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Free-speech-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Free-speech_rec-Free-speech-3.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Free-speech-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Free-speech_rec-Free-speech-2.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Respiration-and-cough-Breath-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Rainbow-Passage,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Rainbow-Passage_rec-Rainbow-Passage.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Respiration-and-cough-ThreeQuickBreaths-2,3.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-2.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Respiration-and-cough-Cough-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Respiration-and-cough_rec-Respiration-and-cough-Cough-2.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Glides-Low-to-High,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Glides_rec-Glides-Low-to-High.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Loudness,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Loudness_rec-Loudness.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Respiration-and-cough-ThreeQuickBreaths-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-1.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Diadochokinesis-TA,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Diadochokinesis_rec-Diadochokinesis-TA.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Respiration-and-cough-Cough-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Picture-description,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Picture-description_rec-Picture-description.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Maximum-phonation-time-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Maximum-phonation-time_rec-Maximum-phonation-time-2.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Prolonged-vowel,3.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Prolonged-vowel_rec-Prolonged-vowel.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Maximum-phonation-time-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Maximum-phonation-time_rec-Maximum-phonation-time-3.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Maximum-phonation-time-1,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Maximum-phonation-time_rec-Maximum-phonation-time-1.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Glides-High-to-Low,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Glides_rec-Glides-High-to-Low.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Diadochokinesis-buttercup,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Diadochokinesis_rec-Diadochokinesis-buttercup.wav
68e4e374-f442-435f-8fd4-8a7c7023732a,Diadochokinesis-KA,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-68e4e374-f442-435f-8fd4-8a7c7023732a/ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9/audio/sub-68e4e374-f442-435f-8fd4-8a7c7023732a_ses-81CA7CAF-FB25-4AD7-88AF-D5F3C418BBF9_Diadochokinesis_rec-Diadochokinesis-KA.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Free-speech-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Free-speech_rec-Free-speech-3.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Free-speech-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Free-speech_rec-Free-speech-2.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Cape-V-sentences-6,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Cape-V-sentences_rec-Cape-V-sentences-6.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Cape-V-sentences-4,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Cape-V-sentences_rec-Cape-V-sentences-4.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Prolonged-vowel,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Prolonged-vowel_rec-Prolonged-vowel.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Free-speech-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Free-speech_rec-Free-speech-1.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Cape-V-sentences-5,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Cape-V-sentences_rec-Cape-V-sentences-5.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Cape-V-sentences-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Cape-V-sentences_rec-Cape-V-sentences-1.wav
