pid,task,adherence,file,spectrogram
49d831ec-f348-43de-8202-15f659196b02,Respiration-and-cough-Cough-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Respiration-and-cough_rec-Respiration-and-cough-Cough-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_19.png
49d831ec-f348-43de-8202-15f659196b02,Diadochokinesis-Pataka,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Diadochokinesis_rec-Diadochokinesis-Pataka.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_20.png
49d831ec-f348-43de-8202-15f659196b02,Respiration-and-cough-FiveBreaths-4,4,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_21.png
49d831ec-f348-43de-8202-15f659196b02,Respiration-and-cough-Breath-1,2,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_22.png
49d831ec-f348-43de-8202-15f659196b02,Maximum-phonation-time-3,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Maximum-phonation-time_rec-Maximum-phonation-time-3.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_23.png
49d831ec-f348-43de-8202-15f659196b02,Maximum-phonation-time-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Maximum-phonation-time_rec-Maximum-phonation-time-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_24.png
49d831ec-f348-43de-8202-15f659196b02,Respiration-and-cough-Breath-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_25.png
49d831ec-f348-43de-8202-15f659196b02,Diadochokinesis-TA,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Diadochokinesis_rec-Diadochokinesis-TA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_26.png
49d831ec-f348-43de-8202-15f659196b02,Glides-Low-to-High,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Glides_rec-Glides-Low-to-High.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_27.png
49d831ec-f348-43de-8202-15f659196b02,Respiration-and-cough-ThreeQuickBreaths-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_28.png
49d831ec-f348-43de-8202-15f659196b02,Diadochokinesis-KA,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Diadochokinesis_rec-Diadochokinesis-KA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_29.png
49d831ec-f348-43de-8202-15f659196b02,Glides-High-to-Low,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Glides_rec-Glides-High-to-Low.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_30.png
49d831ec-f348-43de-8202-15f659196b02,Respiration-and-cough-ThreeQuickBreaths-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-49d831ec-f348-43de-8202-15f659196b02/ses-A69B9A56-359D-4035-82F0-39BC536AE509/audio/sub-49d831ec-f348-43de-8202-15f659196b02_ses-A69B9A56-359D-4035-82F0-39BC536AE509_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_31.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Diadochokinesis-PA,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Diadochokinesis_rec-Diadochokinesis-PA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_32.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Respiration-and-cough-ThreeQuickBreaths-2,4,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_33.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Maximum-phonation-time-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Maximum-phonation-time_rec-Maximum-phonation-time-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_34.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Respiration-and-cough-ThreeQuickBreaths-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_35.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Maximum-phonation-time-3,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Maximum-phonation-time_rec-Maximum-phonation-time-3.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_36.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Respiration-and-cough-Cough-1,4,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_37.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Diadochokinesis-KA,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Diadochokinesis_rec-Diadochokinesis-KA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_38.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Diadochokinesis-Pataka,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Diadochokinesis_rec-Diadochokinesis-Pataka.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_39.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Respiration-and-cough-FiveBreaths-4,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_40.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Respiration-and-cough-Cough-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Respiration-and-cough_rec-Respiration-and-cough-Cough-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_41.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Respiration-and-cough-FiveBreaths-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_42.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Respiration-and-cough-Breath-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_43.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Respiration-and-cough-FiveBreaths-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_44.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Respiration-and-cough-FiveBreaths-3,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_45.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Respiration-and-cough-Breath-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_46.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Diadochokinesis-TA,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Diadochokinesis_rec-Diadochokinesis-TA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_47.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Prolonged-vowel,3,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Prolonged-vowel_rec-Prolonged-vowel.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_48.png
4464b02f-bee1-4b72-84e5-55700c8bbc67,Loudness,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67/ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28/audio/sub-4464b02f-bee1-4b72-84e5-55700c8bbc67_ses-AD71D502-11D0-4FF2-B88B-10BA2D86EC28_Loudness_rec-Loudness.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_49.png
b1fe4758-940f-4ffc-8ad2-2c1054f14e95,Respiration-and-cough-ThreeQuickBreaths-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b1fe4758-940f-4ffc-8ad2-2c1054f14e95/ses-4DA3268C-BC66-46E6-B254-24B13C563625/audio/sub-b1fe4758-940f-4ffc-8ad2-2c1054f14e95_ses-4DA3268C-BC66-46E6-B254-24B13C563625_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_50.png
